id,text,anger,disgust,fear,joy,sadness,surprise
eng_train_track_a_02419,At this point my legs were starting to ache and I was hoping for something to lift my spirits and there were Mom and Andy cheering me on around mile 8.5.,0,0,1,1,1,0
eng_train_track_a_02420,What is even more interesting is that I know exactly how I got this definition.,0,0,0,1,0,1
eng_train_track_a_02421,then I shook my head.,0,0,0,0,0,0
eng_train_track_a_02422,Guess it's more sad than creepy.,0,0,0,0,1,0
eng_train_track_a_02423,it breaks my heart though that someone could be that selfish to make their dog live in so much pain and suffering.,1,0,1,0,1,0
eng_train_track_a_02424,""" Those little blonde kids!",0,0,0,0,0,1
eng_train_track_a_02425,When I was just under 2 years old we started renting a crappy tiny little house out in the boonies.,0,0,0,0,1,0
eng_train_track_a_02426,"It's Friday night, I am home in my jammies, watching something stupid on TV with my legs all covered up like a good girl.",0,0,0,1,0,0
eng_train_track_a_02427,"So I fixed my eyes on the sandaled feet that walked before me until we arrived at the next town, never looking back.",0,0,0,0,0,0
eng_train_track_a_02428,"My heart clenched as I heard it, he was clearly worried for the girl.",0,0,1,0,1,0
eng_train_track_a_02429,"But my foot doesn't walk half a mile without pain, I've got a streaming cold that's refused to go away for a week, and as well as being entirely idle, I've got an aversion to crowds, actually an aversion to more than three people on the street at the same time.",0,0,1,0,1,0
eng_train_track_a_02430,I didn't even eat a tiny pizza.,0,0,0,0,1,0
eng_train_track_a_02431,"Another fun fact was that the dance floor was all sand, which got between my toes, and there were about 5 million flies buzzing around.",0,0,1,0,1,0
eng_train_track_a_02432,Nobody disagreed with red carding the coach.,0,0,0,0,0,0
eng_train_track_a_02433,Not too bad but never really clicked.,0,0,0,1,1,0
eng_train_track_a_02434,I couldn't get loose and ended up pulling so hard that i pulled my tooth completely out.,0,0,1,0,1,0
eng_train_track_a_02435,The whole house and the people and the flame seemed to vanish and leave me in an endless darkness as soon as my eyes were closed.,0,0,1,0,1,0
eng_train_track_a_02436,But it's a very strange feeling.,0,0,1,0,0,1
eng_train_track_a_02437,"When Mike walked in the door, my heart skipped a beat and I had the biggest smile on my face.",0,0,0,1,0,0
eng_train_track_a_02438,"One is explainable, the other still stumps me.",0,0,1,0,0,1
eng_train_track_a_02439,"Maybe it was fatigue, maybe I was just being dramatic but I raised my hand and touched the tender flesh of my cheek.",0,0,1,0,1,0
eng_train_track_a_02440,It felt as if this powerful force just knocked the wind out of me.,0,0,1,0,1,1
eng_train_track_a_02441,"I lurched to my feet and began walking across the street with a painful measured stride, not daring to look behind me.",0,0,1,0,0,0
eng_train_track_a_02442,She looked bisexual dammit!,1,0,0,0,0,1
eng_train_track_a_02443,"That evening, they put me down to sleep in the cot, and went about their evening routine.",0,0,0,0,0,0
eng_train_track_a_02444,"""Gravestone says 'Died 20 February, 1957""",0,0,0,0,1,1
eng_train_track_a_02445,And I got sooo tired so quick but I couldn't lay down because my head was spinning.,0,0,1,0,1,0
eng_train_track_a_02446,"Around 5am, still dark.",0,0,1,0,0,0
eng_train_track_a_02447,"Below my feet the tinny depths of aqua-blue whispered hints of bottomlessness: come back come back I felt almost drunk staggering back across the ungiving concrete to rejoin my children on the other, shallower side of the swimming pool.",0,0,1,0,0,0
eng_train_track_a_02448,"my grandma, my mom, my grandaunt, my aunt, my sister I CRIED and WEPT in my sleep... I just shook and sobbed and sniffled... then I woke up and my eyes were wet.",0,0,1,0,1,0
eng_train_track_a_02449,"Sometimes my eyes feel so transparent, so rubbing them helps my eye lids feel real.",0,0,1,0,0,0
eng_train_track_a_02450,Things are relatively quiet.,0,0,0,1,0,0
eng_train_track_a_02451,"My nose was mashed against my face, I was in complete darkness, and the only way to breathe was the oxygen coming in through that tiny eyelet at my mouth.",0,0,1,0,1,0
eng_train_track_a_02452,"Well she's not gon na last the whole song like that, so since I'm behind her and the audience can't see below my torso pretty much, I use my hand to push down on the lid and support her weight.",0,0,0,1,0,0
eng_train_track_a_02453,#NAME?,0,0,1,0,0,0
eng_train_track_a_02454,So I literally slept with Michel Thomas ' heavily Polish-German accented French ringing in my ears.4.,0,0,0,0,0,0
eng_train_track_a_02455,My feet still get rubbed at the end of the day and when we go out to eat its still my choice.,0,0,0,1,0,0
eng_train_track_a_02456,"I remember that the phrase ""blood turning to ice"" makes sense now.",0,0,1,0,0,1
eng_train_track_a_02457,I barely slept that night and didn't tell anyone about it till now.,0,0,1,0,1,0
eng_train_track_a_02458,"As soon as I started climbing, my hands felt toasty warm.",0,0,0,1,0,0
eng_train_track_a_02459,"It captures and exemplifies everything a year on the cushion entailed: Showing up, working hard, exerting effort, maintaining sincere intent, paying close attention, shutting my mouth, opening my eyes, sweating, getting dirty, bleeding, waiting, tipping over, falling down, getting up, staying the course.",0,0,0,1,0,0
eng_train_track_a_02460,"I was petrified, he looked really calm.",0,0,1,0,0,1
eng_train_track_a_02461,What a relief it was and my heart was beating so fast.,0,0,1,1,0,0
eng_train_track_a_02462,"pound hand weights, start with my elbows on the ground then all the way up and on the way down do the same down 2 up 1, breaking the trip down into 7 sections.",0,0,0,1,0,0
eng_train_track_a_02463,Unfortunately my mum decided to clear out his old room and she found them.,0,0,1,0,1,1
eng_train_track_a_02464,He was discharged from the army as well.,0,0,0,0,1,0
eng_train_track_a_02465,No time to explain and no one understood it was a misunderstanding.,1,0,1,0,1,0
eng_train_track_a_02466,"Everything is incredibly far away, and Earth is so very small.",0,0,1,0,1,1
eng_train_track_a_02467,That did a number on my stomach.,0,0,1,0,0,0
eng_train_track_a_02468,It looked so unreal.,0,0,1,0,0,1
eng_train_track_a_02469,"i crouched and put my arm on my knee, acting like a pro, like i was amazing.",0,0,0,1,0,0
eng_train_track_a_02470,"My grandmother fell very ill this past summer, and ended up suffering from encephalitis, which, in layman's terms, ate her brain away until she died.",0,0,1,0,1,0
eng_train_track_a_02471,"It can't be a plane as the lights never move, they just, appear.",0,0,1,0,0,1
eng_train_track_a_02472,"The ""dead guy"" was never found as far as I know.",0,0,1,0,1,1
eng_train_track_a_02473,"So I did some chores but mostly took it easy; my eye no longer ached, anyway.",0,0,0,1,0,0
eng_train_track_a_02474,"We were both interested in astronomy, so we'd often just sit on a bench, and literally stare into space.",0,0,0,1,0,0
eng_train_track_a_02475,"""Perhaps I'll alter the whole thing.",0,0,0,1,0,1
eng_train_track_a_02476,"They had me in a pile, and my head was down.",0,0,1,0,1,0
eng_train_track_a_02477,One time a girl grabbed my hand and dragged me out onto the floor.,0,0,0,0,0,0
eng_train_track_a_02478,seriously... my head is just not in the game.,0,0,1,0,1,0
eng_train_track_a_02479,My palms are sweating.,0,0,1,0,0,0
eng_train_track_a_02480,"Okay that sucks, right?",1,0,0,0,1,0
eng_train_track_a_02481,It was quite old.,0,0,0,0,0,1
eng_train_track_a_02482,That may be unverifiable.,0,0,1,0,0,0
eng_train_track_a_02483,"Well, I started to realize that it wasn't going to work out in the long run (surprise, surprise) and so I broke it off with her as gently as possible.",1,0,1,1,1,1
eng_train_track_a_02484,: ) And here's the rest of the pics: What my face looked like after the duct tape situation.,0,0,0,1,0,0
eng_train_track_a_02485,This hasnt changed since I was very young.,0,0,0,0,1,1
eng_train_track_a_02486,kinda got stuck in my mouth!,0,0,1,0,0,1
eng_train_track_a_02487,I heard footsteps going down to the basement.,0,0,1,0,0,1
eng_train_track_a_02488,It grew louder and was soon joined by a field of light angling out above my head and over the chasm.,0,0,0,0,0,1
eng_train_track_a_02489,This immediately scared me because usually my nerves are a wreck before a race.,0,0,1,0,0,0
eng_train_track_a_02490,This is where the story gets CREEPY.,0,0,1,0,0,1
eng_train_track_a_02491,so we all stood up clapped and cheered!,0,0,0,1,0,1
eng_train_track_a_02492,"My grandma used to do a ""magic trick"" that to this day i can't explain.",0,0,0,1,0,1
eng_train_track_a_02493,It was last year when I turned 18th.,0,0,0,1,0,0
eng_train_track_a_02494,"There was blood coming out of my mouth, nose and ears.",0,0,1,0,1,1
eng_train_track_a_02495,At this point he decided to consult the woman at the front desk for more information.,0,0,1,0,0,0
eng_train_track_a_02496,"I also thought it was going to like, eat my brains out or something.So anyway.",0,0,1,0,0,1
eng_train_track_a_02497,"""  Nothing, we hear absolutely nothing.",0,0,1,0,0,1
eng_train_track_a_02498,He never was coming.,1,0,1,0,1,0
eng_train_track_a_02499,Life readings obviously defective.,1,0,1,0,0,0
eng_train_track_a_02500,"The kimchi tasted bland on my tongue-perhaps I added too much water, which I staunchly agreed with.",0,0,0,0,1,0
eng_train_track_a_02501,My throat was covered by something and I didn't know what was going on.,0,0,1,0,0,1
eng_train_track_a_02502,"I tried to lift my body but somehow it felt so hard $ My head hurt, my eyes were screaming to close and rest.",0,0,1,0,1,0
eng_train_track_a_02503,This girl faked a miscarriage.,1,0,1,0,1,1
eng_train_track_a_02504,Yeah that's what the yellow thing is that's around my neck.,0,0,0,0,0,0
eng_train_track_a_02505,One memorable example was the doubling space pen.,0,0,0,1,0,1
eng_train_track_a_02506,Maybe I need to take a full day of rest and not do anything exercise-related for one day to help my legs feel better.,0,0,1,0,1,0
eng_train_track_a_02507,It broke my heart.,0,0,0,0,1,0
eng_train_track_a_02508,I see that my 13 year old son's bedroom is ajar.,0,0,1,0,0,1
eng_train_track_a_02509,I quickly look behind the trees and the other 'moon' is gone.,0,0,1,0,0,1
eng_train_track_a_02510,We went to bed.,0,0,0,0,0,0
eng_train_track_a_02511,My heart feels like there is nothing left.,0,0,0,0,1,0
eng_train_track_a_02512,"my goodness, at that point i was shocked beyond words and i believe i had an epic:O expression on my face.",0,0,0,0,0,1
eng_train_track_a_02513,"I stood there at the front door with the key in my hand and every time I tried to unlock it, I started shaking so much that I couldn't get the key in the lock!",0,0,1,0,0,0
eng_train_track_a_02514,"In the late afternoon I am lying in the sun, my music plugged firmly into my ears, dancing.",0,0,0,1,0,0
eng_train_track_a_02515,I rolled over on my side trying to get more air in and trying to get my arms and legs underneath me.,0,0,1,0,0,0
eng_train_track_a_02516,At 3000 comments deep no one will read it but I genuinely believe it's the creepiest one here.,0,0,1,0,0,1
eng_train_track_a_02517,But i ordered for chicken katsu too so in the end my stomach was terribly full.,0,0,0,0,0,0
eng_train_track_a_02518,"and my papers lay blank at the end of my hand, laughing at me and leaving me torn.",0,0,1,0,1,0
eng_train_track_a_02519,He said it was rather delicious and tried to spoon feed me.,0,0,0,1,0,0
eng_train_track_a_02520,I have no explanation.,0,0,1,0,0,1
eng_train_track_a_02521,"This...desire, this problem?",0,0,1,0,1,1
eng_train_track_a_02522,Heart racing as well.,0,0,1,0,0,1
eng_train_track_a_02523,I watched out of the corner of my eye as this man began to come up on my side of the car.,0,0,1,0,0,1
eng_train_track_a_02524,"I sit and wait alone as the angel and the demon behind my eyes fight on, fighting forever to decide my fate.",0,0,1,0,1,0
eng_train_track_a_02525,"After that it went downhill with me feeling like I was going to throw up, my throat hurting like hell and my head punding.",0,0,1,0,1,0
eng_train_track_a_02526,Giant redneck dad decides to find this dude first.,1,0,1,0,0,1
eng_train_track_a_02527,You get the picture.,0,0,0,0,0,0
eng_train_track_a_02528,"It seems to me lately A cloud, cruel, innately Has taken up residence in my head.",0,0,1,0,1,0
eng_train_track_a_02529,"I was angry at how she made me feel, I was angry that my eyes were all puffy and bloodshot when I woke up, I was angry that I had a cold shower.",1,0,0,0,0,0
eng_train_track_a_02530,"To this day, my father is still blessing the fact that we never woke up during the night with all the noise.",0,0,0,1,0,0
eng_train_track_a_02531,"His grandparents used to live and farm there until they retired, but the land stayed in the family.",0,0,0,1,0,0
eng_train_track_a_02532,The Highway patrol man did not know what her trip was.,0,0,1,0,0,1
eng_train_track_a_02533,I remember saying 'Dad?'.,0,0,1,0,1,1
eng_train_track_a_02534,This is how we found out why all freshman year we were both greeted by people we didn't know calling us the wrong name.,0,0,0,0,0,1
eng_train_track_a_02535,Never saw him again.,0,0,0,0,1,0
eng_train_track_a_02536,Everyone is distinctly average their first time.,0,0,0,1,0,0
eng_train_track_a_02537,"I sat up in bed, looked around the room and saw nothing.",0,0,1,0,0,1
eng_train_track_a_02538,"As we were winding our way up the steep hill leading to the cemetery, out of the corner of my eye, I caught a glimpse of a bird coming right at my car, a bird with a HUGE wing-span.",0,0,1,0,0,1
eng_train_track_a_02539,"I'm thinking of leaving earlier, maybe this week, maybe next week... My heads a mess right now.",0,0,1,0,1,0
eng_train_track_a_02540,"My neck still hurts while I'm working, and I was only there for an hour so it was totally unnecessary to go there at all.",1,0,1,0,0,0
eng_train_track_a_02541,"At about 4 i was running with a pole with one end in my mouth, i tripped and it went straight through the top of my mouth.",0,0,1,0,0,1
eng_train_track_a_02542,P. if you're reading this...FUCK YOU.,1,0,0,0,0,0
eng_train_track_a_02543,I was later taken to the banks of the river where my head was shaved and my body stripped off jewelry.,0,0,1,0,1,0
eng_train_track_a_02544,""" staring dead at my ex.",1,0,1,0,1,0
eng_train_track_a_02545,My hands went numb within 10 minutes.,0,0,1,0,0,0
eng_train_track_a_02546,"I was fine with even shades of impossibly bright red, platinum blonde, midnight black colors, just not colors like teal, purple, blue, green.",0,0,0,0,0,0
eng_train_track_a_02547,"They strapped some thing ( yes, that's a technical term ) around my belly that monitors the baby's heartbeat and contractions ( which I was unaware of at the time, but found out about later. )",0,0,1,0,0,0
eng_train_track_a_02548,It looks weird to say the least,0,0,1,0,0,1
eng_train_track_a_02549,"I'm now really scared cuz it's moving faster and suddenly, this shadow seems to get out of a crouch position to stand up, and begins to flail it's limbs as it's running towards me.",0,0,1,0,0,1
eng_train_track_a_02550,I ate a pizza.,0,0,0,1,0,0
eng_train_track_a_02551,"My hair has been brushing the top of my shoulders for weeks now, nasty ends, the works.",0,0,0,0,1,0
eng_train_track_a_02552,"*  In trying to include new mother in law into the wedding festivities, I invited her to pick out the flower girl dress for her granddaughter (her other son's daughter).",0,0,0,1,0,0
eng_train_track_a_02553,"Once I was young an ' hand ` some -- I was, upon my soul -- Once my cheeks was roses, my eyes was black as coal; And I can't remember, in them days, of hearin ' people say, For any kind of a reason, that I was in their way!",0,0,0,0,1,0
eng_train_track_a_02554,"You name it, I did it.",0,0,0,1,0,0
eng_train_track_a_02555,Her mom and grandma are worse to deal with than her.,1,0,1,0,0,0
eng_train_track_a_02556,See her just a bit here and there amid the crowds.,0,0,1,0,0,0
eng_train_track_a_02557,"Open the bedroom door, Brandon fast asleep on the bed.",0,0,0,1,0,0
eng_train_track_a_02558,My wife is non-religious.,0,0,0,0,0,0
eng_train_track_a_02559,The couple broke up a few months after we moved in and the tension was insane.,1,0,1,0,1,1
eng_train_track_a_02560,"Almost straight up, cannot tell how high, I saw this weird rainbow.",0,0,0,1,0,1
eng_train_track_a_02561,As my eyes adjusted I found a dark pair of goggles looking back at me.,0,0,0,0,0,1
eng_train_track_a_02562,Now I'm a mostly law abiding student and moderately successful artist.,0,0,0,1,0,0
eng_train_track_a_02563,"Kidnapping, Assault, Vandalism and Arson I guess.",1,0,1,0,0,1
eng_train_track_a_02564,"I got a full bottle of Vicodin for pain, and a soft cast on my wrist.",0,0,1,0,0,0
eng_train_track_a_02565,"So, I was ten years old at the time.",0,0,0,0,0,0
eng_train_track_a_02566,"It hurt my ears and gave me a headache, but I left it loud to protest my mom-ness.",1,0,0,0,0,0
eng_train_track_a_02567,All of the sudden I hear both of them scream bloody murder.,0,0,1,0,0,1
eng_train_track_a_02568,"Everything, and I mean everything, matched up.",0,0,0,1,0,0
eng_train_track_a_02569,He shook his head and chuckled to himself before leaning down and pressing his forehead to his best friend's.,0,0,0,1,0,0
eng_train_track_a_02570,He was naked from the waist down.,0,0,1,0,0,1
eng_train_track_a_02571,"so hard, till my eyes burned.",0,0,1,0,0,0
eng_train_track_a_02572,I was scared shitless because I knew I was going to be in huge trouble.,0,0,1,0,0,0
eng_train_track_a_02573,I clearly indicated I certainly did not.,1,0,0,0,0,0
eng_train_track_a_02574,I was kicking and cupping my hands for dear life.,0,0,1,0,0,0
eng_train_track_a_02575,"I was partly dehydrated, and partly `` festive '' and was sitting in my chair with my feet in the pool, drinking water, wanting to take a nap.",0,0,0,1,0,0
eng_train_track_a_02576,I'm finally going to be going back to work... haven't been able to work because of my knee.,0,0,1,1,1,0
eng_train_track_a_02577,My heart dropped.,0,0,1,0,0,0
eng_train_track_a_02578,I spent most of it explaining / excusing my eyes-closed style.,0,0,0,1,0,0
eng_train_track_a_02579,I did send Darren a message via facebook at 4.14 am as I had to get what was in my head out there.,0,0,1,0,0,0
eng_train_track_a_02580,I said thank you and thought nothing of it.,0,0,0,1,0,0
eng_train_track_a_02581,"However, I get sick to my stomach when I think about the fact that I have been sleeping with my brother for so long.",0,0,1,0,0,0
eng_train_track_a_02582,"my little dog:: 1 / 12 / Jane, originally uploaded by sarah...... a heartbeat at my feet.",0,0,0,1,0,0
eng_train_track_a_02583,"As usual, I was attempting to jump off as far as I could go.",0,0,1,1,0,0
eng_train_track_a_02584,"I was 7 and woke up early, so I went to the basement to watch cartoons.",0,0,0,1,0,0
eng_train_track_a_02585,"The anesthesiologist put an oxygen mask over my face, told me it wasn't the good stuff yet, then I woke up to the room flipping around.",0,0,1,0,0,1
eng_train_track_a_02586,"I'm sure the squats, situps, back extensions, and other weights strained my back a bit, but I felt fine.",0,0,0,0,0,0
eng_train_track_a_02587,"I am not a car person, and could care less if a car is clean, but every surface on this car seemed to sparkle with cleanliness.",0,0,0,1,0,1
eng_train_track_a_02588,"Yes, the Oklahoma city bombing.",1,0,1,0,1,1
eng_train_track_a_02589,"Like, practice in the morning until all my eye bags come out and my eyes become smaller.",0,0,1,0,1,0
eng_train_track_a_02590,My brain is fried at this point.,0,0,1,0,0,0
eng_train_track_a_02591,and then my cheeks get even redder.,0,0,0,0,0,0
eng_train_track_a_02592,"i basically have two perceptions of myself, one is that im too sensitive, and the other is that i do nt care enough and that im a narcissist, i debate which one is right in my head and its a daily struggle to figure it out cuz what i decide for that day decides how im gon na act the rest of the day.",1,0,1,0,1,0
eng_train_track_a_02593,I washed it out and for about 3 days my eye stayed bloodshot.,0,0,1,0,1,0
eng_train_track_a_02594,My head pounded from all the screaming.,0,0,1,0,0,0
eng_train_track_a_02595,"I finally managed to sit up on my hands and knees, and glaring up at her.",1,0,0,0,0,0
eng_train_track_a_02596,I want to face turmoil or something tragic.,0,0,1,0,1,0
eng_train_track_a_02597,"You guys were asking me, why am i so quiet and you guys are not use to me shutting my mouth.",0,0,0,0,0,0
eng_train_track_a_02598,I'd trust the terrorist with my life.,0,0,1,0,0,1
eng_train_track_a_02599,"Just going for a walk once, I saw a car turn down a road that was a dead end.",0,0,0,0,0,1
eng_train_track_a_02600,He was so very sad.,0,0,0,0,1,0
eng_train_track_a_02601,I tried to do some heavy OHS with my back saying `` no '' to that.,0,0,1,0,0,0
eng_train_track_a_02602,We stare at the monitor and see him head right to the kitchen utensils section.,0,0,0,0,0,1
eng_train_track_a_02603,"Sleepy, but too awake, my brain spiraling around sad thought after thought after thought.",0,0,1,0,1,0
eng_train_track_a_02604,The sun hung high in the deep blue sky as a slight ocean breeze ticked my face.,0,0,0,1,0,0
eng_train_track_a_02605,There's a couple dead rats and the basement had a lot of old broken furniture.,0,0,1,0,1,0
eng_train_track_a_02606,Couldn't find it.,1,0,1,0,1,0
eng_train_track_a_02607,I keep thinking about how almost a year ago exactly I found my PCP and had 2 problems-my shoulder and my back.,0,0,1,0,1,0
eng_train_track_a_02608,So I got up and tried him again.,0,0,1,0,0,0
eng_train_track_a_02609,"In one dream, I was pulling those long, white, stringy, watery stir-fry type vegetables out of my chest.",0,0,1,0,1,1
eng_train_track_a_02610,"`` Mom, I am so cold, mostly my hands are so cold.",0,0,1,0,0,0
eng_train_track_a_02611,"After repainting my face i realised that i was running about 5-10 minutes behind my schedule to be at my gig on time, but nothing that a little `` safe speeding '' couldn't get me back infront.",0,0,1,0,0,0
eng_train_track_a_02612,"so after more than six months ( Ok, a year ) of pain in my hip, I finally started to try and get a diagnosis.",0,0,1,0,1,0
eng_train_track_a_02613,That was my first big heart break.,0,0,1,0,1,0
eng_train_track_a_02614,.....[dispatcher must be talking],0,0,1,0,0,0
eng_train_track_a_02615,"Face down in an unfamiliar bed, he turned blinking in unexpected sunlight.",0,0,1,0,0,1
eng_train_track_a_02616,i had already decided that i was completely fine other than my ankle.,0,0,1,0,1,0
eng_train_track_a_02617,So was the suddenly loss of strength in my legs.,0,0,1,0,0,0
eng_train_track_a_02618,The whole time i couldn't see because my toes were blocking my view.,0,0,0,0,0,0
eng_train_track_a_02619,JJ had gotten drunk and taken the car.,1,0,1,0,0,1
eng_train_track_a_02620,"It was a dark, awful feeling.",0,0,1,0,1,0
eng_train_track_a_02621,My lungs were still taking in air as I breathed.,0,0,0,0,0,0
eng_train_track_a_02622,Not even a detention.,1,0,0,0,0,1
eng_train_track_a_02623,My brain still is not figuring it out so I am just standing there waiting for my body to cooperate with me.,0,0,1,0,0,0
eng_train_track_a_02624,I nodded my head excitedly.,0,0,0,1,0,0
eng_train_track_a_02625,"This will get lost but whatever, Nobody fucking believes me.",1,0,1,0,1,0
eng_train_track_a_02626,We pray with him.,0,0,0,1,0,0
eng_train_track_a_02627,This is the most terrifying experience of my life.,0,0,1,0,1,0
eng_train_track_a_02628,I need to get my feet wet ( or whet ) first.,0,0,0,0,0,0
eng_train_track_a_02629,Though you can guess that I already have that scene in my head.,0,0,0,0,0,0
eng_train_track_a_02630,"But the thought of sleeping alone... I'm weak, I admit it.June 26, 2008 * Dear Dani, I can't talk to you about everything that's going on with me without feeling the burden of guilt settle over my heart.",0,0,1,0,1,0
eng_train_track_a_02631,"i'm like amused by the auntie who's holding my arm all the way, and i'm thinking of all the weird pictures i took with yongqing, then i remembered my flying eyebrows, and my smile = & %!",0,0,0,1,0,0
eng_train_track_a_02632,I go to sleep unshed tears burning in my eyes.,0,0,1,0,1,0
eng_train_track_a_02633,It was pretty heavy late night TV.,0,0,0,0,0,1
eng_train_track_a_02634,But I opened my own eyes and knew my eyes were no longer there.,0,0,1,0,1,1
eng_train_track_a_02635,Actually we just used some giftcards we got for Christmas but that doesn't mean I wasn't swept off my feet.,0,0,0,1,0,0
eng_train_track_a_02636,You might actually say they're almost angelic....,0,0,0,1,0,1
eng_train_track_a_02637,"It expresses what I feel in my soul, what I hear in my head, and what I see when I shut my eyes in silence.",0,0,0,1,0,0
eng_train_track_a_02638,Seventh grade Spanish test.,0,0,1,0,0,0
eng_train_track_a_02639,Douse them in infanticide.,1,0,1,0,1,0
eng_train_track_a_02640,My fingers are crossed!,0,0,1,1,0,0
eng_train_track_a_02641,Immediately my throat tightens.,0,0,1,0,0,0
eng_train_track_a_02642,The black lady was completely offended and started screaming at us.,1,0,1,0,0,1
eng_train_track_a_02643,"Chapter Nine: Honestly, when I was alive you could not have paid me to show my face at the community center.",1,0,0,0,1,0
eng_train_track_a_02644,I've been thinking about it more and can't get my head around it.,0,0,1,0,0,0
eng_train_track_a_02645,"It was damp, dark, and dirty.",0,0,1,0,0,0
eng_train_track_a_02646,"I get a huge grin on my face and say, `` Why yes, he's been sleeping all night for two weeks now.",0,0,0,1,0,0
eng_train_track_a_02647,I also noticed that last year my back was killing me and I was popping Ibuprofen all night.,0,0,1,0,1,0
eng_train_track_a_02648,"If I am trying to get to sleep in  a very dark room I will see, hear, and feel things.",0,0,1,0,0,1
eng_train_track_a_02649,My sisters were scared.,0,0,1,0,1,0
eng_train_track_a_02650,I filed a complaint.,1,0,0,0,0,0
eng_train_track_a_02651,I couldn't believe my eyes.,0,0,0,0,0,1
eng_train_track_a_02652,I had to get on my knees and hang over the back of the seat.,0,0,1,0,0,0
eng_train_track_a_02653,My ex was a pathological liar - he lied about everything.,1,0,0,0,1,0
eng_train_track_a_02654,I was still worrying about the whole messed up situation when I felt an arm drape across my shoulders.,0,0,1,1,0,0
eng_train_track_a_02655,You should've just slit open my veins and let the romance bleed away when you had the chance.,1,0,0,0,1,0
eng_train_track_a_02656,I am groggy with 1 eye half closed.,0,0,1,0,0,0
eng_train_track_a_02657,"In between extremely difficult contractions as I was bent over to let the epiduralist do his work with a minimum of motion from me, I asked veikko to repeat `` you are not dying '' to me, because it really felt like my brain believed that despite all logic.",0,0,1,0,1,0
eng_train_track_a_02658,"Something banged against the window (2nd floor), despite there being nothing that could have done it (the tree was too far away).",0,0,1,0,0,1
eng_train_track_a_02659,"I opened it up and there was a different tape in it titled ""new year""",0,0,0,0,0,1
eng_train_track_a_02660,w.... l....... y the whole time because of my back.,0,0,1,0,1,0
eng_train_track_a_02661,"I sat there and closed my eyes as the water ( oyu for hot water, people, not mizu ) swirled around me like a mini massage.",0,0,0,1,0,0
eng_train_track_a_02662,"One day not only did they have one, but it was old, yellowed, an a little dusty.",0,0,0,0,0,1
eng_train_track_a_02663,"He stops, scribbling down my number all quick, takes my hand-OMG, it was like I stuck my hand in a socket... electric!!!",0,0,1,1,0,1
eng_train_track_a_02664,"My left molar came loose, and looking at it, there was a mushroom-like thing ( like a Mario mushroom, with a red cap ) and black mold coming from the root, as it came out of my mouth.",0,0,1,0,1,1
eng_train_track_a_02665,It's the feeling of injecting crap into my veins and feeling my soul being sucked slowly through the needle drinking from my arm like a giant mosquito that I loathe.,1,0,1,0,1,0
eng_train_track_a_02666,"months before that, i just prayed to God that i wanted to meet someone right for me, my heart felt depressed on how no one seems to fit the `` perfect girl for me ''.",0,0,0,0,1,0
eng_train_track_a_02667,"She would always scream and try to get him to swim across the river to her, but he refused.",1,0,1,0,1,0
eng_train_track_a_02668,"It did help that I didn't have to think about switching the hand my iPod was in ( yes, I carry it, no armband here ) and it was much easier to pump my arms without the headphone cords to get tangled up in.",0,0,0,1,0,0
eng_train_track_a_02669,"(Although, there are many more than this.",0,0,0,0,0,1
eng_train_track_a_02670,"I started another deep and serious post yesterday when the cold wind was blowing the heck out of the freezer-burnt landscape outside and the happy post-Christmas thoughts from my brain, but was unable to complete it due to two meetings I had to attend and a large pot of chicken soup that needed making.",0,0,1,0,0,0
eng_train_track_a_02671,Late yesterday afternoon my shoulder began to ache.,0,0,1,0,0,0
eng_train_track_a_02672,Their dad got home just a tad bit early and barged into the room because he heard the moaning.,1,0,1,0,0,1
eng_train_track_a_02673,"Yes, my belly is getting big.",0,0,0,0,1,0
eng_train_track_a_02674,I swear my heart halted for a split second before sprinting.,0,0,1,0,0,1
eng_train_track_a_02675,He is still serving time in prison for drug trafficking.,1,0,1,0,1,0
eng_train_track_a_02676,"Plus, writing it down helped to cement it in my heart.",0,0,0,1,0,0
eng_train_track_a_02677,"I also told them about the dream I had which involved a bunch of worms coming out of one of the pots next to my bed, and then a disgustingly large one ( about as big as my leg ) that tried to come out of the pot and eat me.",0,0,1,0,0,1
eng_train_track_a_02678,He begged the nurse not to leave him.,0,0,1,0,1,0
eng_train_track_a_02679,one and a million car/van ride.,0,0,0,1,0,1
eng_train_track_a_02680,I wiped the tears from my eyes and took a deep breath calming down slightly.,0,0,0,0,1,0
eng_train_track_a_02681,Who was perfectly fine.,0,0,0,0,0,0
eng_train_track_a_02682,"My brother was tapping me on my shoulder, and I was like `` What? ''",0,0,0,0,0,0
eng_train_track_a_02683,He changed our last name ever-so-slightly and was never caught.,0,0,0,0,0,1
eng_train_track_a_02684,It was decent music but felt so much like just someone hit play on a playlist with commercials and walked away.,0,0,0,0,0,0
eng_train_track_a_02685,"I was scared shitless and thought I was maybe dreaming, but that kick HURT!",0,0,1,0,0,1
eng_train_track_a_02686,And I have my toe to thank.,0,0,0,1,0,0
eng_train_track_a_02687,"My eyes drank in the wild landscapes, like I'd discovered a new land.",0,0,0,1,0,0
eng_train_track_a_02688,"""I LOVE YOU, I LOVE YOU, I LOVE YOU...""",0,0,0,1,0,0
